Date,Time,TOTALES,DEFECTOS,PEDIDOS,#ORDEN,CLIENTE,ESTILO
2023-11-30,07:52:15,2005,4,2005,7061,FRUIT,K13.24K13
2023-11-30,08:20:37,2035,16,2035,7060,FRUIT,K13.24G13
2023-11-30,09:22:56,3560,4,3559,7026,ELCATEX,UTEXA DTY
2023-11-30,11:07:56,9020,40,9020,7035,ELCATEX,29X12X12 TAR
2023-11-30,14:08:50,15173,35,15173,7138,ELCATEX,29X12X12 TAR
2023-12-01,10:21:47,20066,28,20066,7135,DICKIES,DICKIES 2DOZ
2023-12-01,10:46:30,2023,3,2023,7177,FRUIT,K13.20D10
2023-12-01,10:58:12,1009,9,1009,7178,FRUIT,K13.20G07
2023-12-01,11:29:30,2054,4,2054,7179,FRUIT,K13.20D13
2023-12-01,12:19:35,1016,3,1016,7180,FRUIT,K13.20G10
2023-12-01,12:48:50,2012,3,2012,7181,FRUIT,K13.20G13
2023-12-01,13:51:35,5087,13,5086,7200,ELCATEX,BOX C1
2023-12-01,14:29:07,3042,43,3042,7065,AVENT,70017337 KDF
2023-12-04,07:25:54,2042,12,2041,7064,AVENT,70017420 KDF
2023-12-04,07:57:13,2026,3,2024,7063,AVENT,70109048 KDF
2023-12-04,08:53:48,2026,6,2025,7168,ELCATEX,R-01
2023-12-04,09:50:05,6098,4,6098,7215,GILDAN,BOX 58
2023-12-04,12:08:18,6037,45,6037,7212,GILDAN,BOX 50
2023-12-04,12:32:42,2023,13,2023,7236,FRUIT,LHU.24G13
2023-12-04,13:02:28,1022,6,1022,7235,FRUIT,J7D.20G17
2023-12-04,13:33:42,1129,0,1000,7234,FRUIT,J7D.20G13
2023-12-04,13:48:39,931,0,931,7205,GILDAN,BOX 202
2023-12-04,14:12:29,2009,4,2000,7140,GILDAN,BOX 5 (KW)
2023-12-05,08:05:04,6145,0,6145,7139,GILDAN,BOX 5 (GW)
2023-12-05,09:01:24,4046,3,4046,7199,GILDAN,BOX 65 (KW)
2023-12-05,09:24:07,1876,3,1876,7198,GILDAN,BOX 65 (GW)
2023-12-05,09:45:33,2034,3,2034,7197,GILDAN,BOX 64 (KW)
2023-12-05,10:16:59,3052,4,3051,7196,GILDAN,BOX 64 (GW)
2023-12-05,10:51:37,4049,4,4049,7195,GILDAN,BOX 63 (KW)
2023-12-05,11:33:50,4094,21,4094,7194,GILDAN,BOX 63 (GW)
2023-12-05,13:36:45,8083,8,8083,7202,GILDAN,BOX 3 (GW)
2023-12-06,07:55:57,8086,7,8086,7201,GILDAN,BOX 1
2023-12-06,09:24:58,6043,10,6043,7281,GILDAN,BOX 4
2023-12-06,09:54:45,2021,5,2020,7258,GILDAN,BOX 7 (KW)
2023-12-06,11:12:59,8022,11,8022,7257,GILDAN,BOX 7 (GW)
2023-12-06,13:07:05,6054,17,6054,7282,GILDAN,BOX 6 (GW)
2023-12-07,08:22:28,7373,0,7373,7243,GILDAN,BOX 5 (GW)
2023-12-07,09:04:34,1526,3,1526,7297,GILDAN,BOX 65 (KW)
2023-12-07,09:25:34,1534,3,1532,7296,GILDAN,BOX 65 (GW)
2023-12-07,09:44:31,2013,3,20,7295,GILDAN,BOX 64 (KW)
2023-12-07,10:11:29,1929,5,1929,7294,GILDAN,BOX 64 (KW)
2023-12-07,10:47:12,4078,8,4078,7293,GILDAN,BOX 63 (KW)
2023-12-07,12:28:50,6020,5,6019,7292,GILDAN,BOX 63 (GW)
2023-12-07,13:04:51,3144,3,3143,7291,GILDAN,BOX 62 (KW)
2023-12-07,13:31:21,2034,3,2034,7427,FRUIT,K13.24K13
2023-12-07,13:52:15,2024,5,2024,7426,FRUIT,24G13.0.0
2023-12-08,07:22:10,2067,7,2067,7341,ELCATEX,DT 02
2023-12-08,07:37:27,1025,3,1025,7344,ELCATEX,DT 05
2023-12-08,08:13:40,3097,5,3096,7343,ELCATEX,DT 04
2023-12-08,08:50:30,1041,4,1041,7342,ELCATEX,DT 03
2023-12-08,10:07:18,8959,4,8958,7334,ELCATEX,SM 03
2023-12-08,10:38:17,3105,4,3105,7332,ELCATEX,SM 01
2023-12-08,11:03:21,2017,3,2017,7338,ELCATEX,SM 07
2023-12-08,12:34:27,5085,12,5085,7337,ELCATEX,SM 06
2023-12-08,13:07:26,3051,8,3051,7335,ELCATEX,SM 04
2023-12-08,13:39:04,3039,5,3039,7333,ELCATEX,SM 02
2023-12-11,08:20:36,10045,19,10045,7336,ELCATEX,SM 05
2023-12-11,09:18:52,3023,9,3023,7339,ELCATEX,SM 09
2023-12-11,09:46:14,2419,3,2419,7341,ELCATEX,SM 10
2023-12-11,11:06:51,7054,26,7054,7555,GILDAN,BOX 65 (KW)
2023-12-11,12:26:30,3271,5,3054,7536,FRUIT,24G13.0.0
2023-12-11,12:57:37,1023,5,1023,7538,FRUIT,K13.20G17
2023-12-11,14:05:31,1030,3,1030,7541,FRUIT,J7D.24G13
2023-12-11,14:46:21,2007,6,2007,7466,GILDAN,BOX 7 (KW)
2023-12-11,15:57:21,5012,13,5011,7259,GILDAN,BOX D (GW)
2023-12-12,07:17:59,1550,12,1549,7280,GILDAN,BOX 2 (GW)
2023-12-12,09:01:22,7840,23,7840,7347,GILDAN,BOX 1
2023-12-12,09:24:00,2026,9,2026,7465,GILDAN,BOX 5 (kW)
2023-12-12,12:55:28,15186,0,15186,7464,GILDAN,BOX 5 (GW)
2023-12-12,13:24:36,2130,8,2130,7514,ELCATEX,UTEXA DTY
2023-12-12,13:40:24,1046,4,1046,7506,ELCATEX,DT 01
2023-12-12,14:05:12,2096,3,2096,7507,ELCATEX,DT 02
12/13/2023,7:09:28,1048,7,1048,7508,ELCATEX,DT 03
12/13/2023,7:26:45,1048,3,1048,7505,ELCATEX,DT 0
12/13/2023,8:22:58,4090,4,4090,7509,ELCATEX,DT 04
12/13/2023,8:50:07,524,7,524,7588,FRUIT,J7D.20G09
12/13/2023,9:21:53,1025,26,1025,7590,FRUIT,J7D.24G17
12/13/2023,9:48:51,1526,3,1525,7591,FRUIT,J7D.24K10
12/13/2023,10:34:07,3057,0,3057,7589,FRUIT,J7D.20G13
12/13/2023,11:08:31,2067,0,2067,7592,FRUIT,J7D.24G13
12/13/2023,12:20:43,2998,0,2968,7492,GILDAN,BOX 64 (KW)
12/13/2023,12:50:57,3039,2,3039,7491,GILDAN,BOX 64 (GW)
12/13/2023,13:36:45,4071,5,4070,7488,GILDAN,BOX 62 (KW)
12/13/2023,14:29:39,6048,22,6048,7490,GILDAN,BOX 63 (KW)
12/14/2023,7:59:57,6049,14,6049,7565,GILDAN,BOX 8 (GW)
12/14/2023,10:48:30,6116,23,6116,7607,LEAR,HSCO-231411
12/14/2023,11:20:18,2041,20,2041,7626,FRUIT,K13.20G13
12/14/2023,12:27:51,2044,5,2044,7625,FRUIT,K13.20G10
12/14/2023,12:47:16,1037,3,1036,7624,FRUIT,K13.20D10
12/14/2023,13:16:27,2060,6,2060,7630,FRUIT,K13.24G13
12/14/2023,14:02:46,4079,4,4079,7627,FRUIT,24G13.0.0
12/14/2023,14:28:57,2025,4,2024,7629,FRUIT,K13.24K13
12/14/2023,14:50:40,1033,5,1033,7754,FRUIT,K13.20G13
2023-12-15,07:36:24,4090,4,4089,7668,ELCATEX,ATC-05
2023-12-15,07:52:02,1038,7,1038,7671,ELCATEX,KOI 03
2023-12-15,08:12:11,1022,6,1021,7670,ELCATEX,KOI 02
2023-12-15,08:47:29,1046,3,1045,7669,ELCATEX,KOI 01
2023-12-15,09:03:45,1034,5,1033,7674,ELCATEX,KOI 06
2023-12-15,09:25:37,1019,5,1019,7673,ELCATEX,KOI 05
2023-12-15,09:45:33,1035,8,1034,7672,ELCATEX,KOI 04
2023-12-15,10:29:30,1116,5,1110,7680,ONTEX,24X15.125X12
2023-12-15,11:01:55,2041,5,2041,7679,ONTEX,21X15.125X11
2023-12-15,13:11:54,8048,16,4048,7685,GILDAN,BOX 64 (GW)
2023-12-15,14:26:33,8037,13,8037,7684,GILDAN,BOX 63 (GW)
2023-12-15,15:59:03,4062,0,4062,7686,GILDAN,BOX 65 (GW)
2023-12-18,07:30:50,2531,28,2531,7683,GILDAN,BOX 62 (GW)
2023-12-18,07:55:40,839,0,839,7687,EMPIRE,MANITO PCB
2023-12-18,09:17:19,6016,20,6014,7687,EMPIRE,PETRI
2023-12-18,09:50:46,2082,6,2081,7658,ELCATEX,DT 02
2023-12-18,10:06:15,1051,3,1051,7657,ELCATEX,DT 01
2023-12-18,10:21:58,1035,3,1034,7662,ELCATEX,DT 06
2023-12-18,10:38:29,1042,3,1042,7659,ELCATEX,DT 03
2023-12-18,10:53:22,1031,3,1030,7661,ELCATEX,DT 05
2023-12-18,11:27:25,3041,5,3040,7661,ELCATEX,DT 04
2023-12-19,07:27:04,2040,11,2040,7760,AVEN,70017340 KDF
2023-12-19,07:53:13,1931,6,1930,7759,AVENT,70017337 KDF
2023-12-19,08:20:29,1517,5,1515,7758,AVENT,70017420 KDF
2023-12-19,08:53:43,1013,9,1013,7757,AVENT,70109048 KDF
2023-12-19,09:42:07,3041,10,3041,7756,AVENT,70113740 KDF
2023-12-19,10:09:31,1070,0,1070,7788,ELCATEX,DT 03
2023-12-19,10:29:30,1029,0,1029,7787,ELCATEX,DT 02
2023-12-19,10:51:59,1060,0,1060,7786,ELCATEX,DT 01
2023-12-19,11:15:19,1021,0,1021,7789,ELCATEX,DT 04
2023-12-19,12:32:30,2076,0,2075,7790,ELCATEX,R-01
2023-12-19,13:51:55,8113,19,8113,7780,ELCATEX,SM 03
2023-12-20,07:29:57,3525,3,3521,7779,ELCATEX,SM 02
2023-12-20,08:02:51,3064,6,3064,7778,ELCATEX,SM 01
2023-12-20,08:19:12,1025,7,1024,7777,ELCATEX,SM 0
2023-12-20,09:31:36,5166,4,5166,7783,ELCATEX,SM 06
2023-12-20,12:20:21,12075,8,12075,7782,ELCATEX,SM 05
2023-12-20,12:44:48,2056,4,2055,7781,ELCATEX,SM 04
2023-12-20,13:36:01,4048,5,4048,7784,ELCATEX,SM 09
2023-12-20,14:01:14,2023,6,2023,7785,ELCATEX,SM 10
2024-01-03,07:28:49,1033,26,1033,7866,FRUIT,J7D.20G17
2024-01-03,07:56:33,1025,9,1024,7868,FRUIT,K13.20G17
2024-01-03,08:35:52,1031,0,1031,7867,FRUIT,J7D.24G13
2024-01-03,10:04:25,8538,15,8538,7941,GILDAN,BOX 1
2024-01-03,11:00:10,5890,8,5890,7942,GILDAN,BOX 2
2024-01-03,13:05:40,7953,9,7953,7943,GILDAN,BOX 3 (GW)
2024-01-03,14:00:17,2997,8,2997,7945,GILDAN,BOX 5 (KW)
2024-01-04,09:21:03,11936,33,11935,7944,GILDAN,BOX 5 (GW)
2024-01-04,09:40:03,1030,4,1030,8027,FRUIT,J7D.24G13
2024-01-04,10:31:36,2030,5,2030,8026,FRUIT,J7D.20G13
2024-01-04,11:08:57,4096,0,4081,7952,GILDAN,BOX 64 (KW)
2024-01-04,12:55:45,6060,4,6060,7951,GILDAN,BOX 64 (GW)
2024-01-04,13:29:48,3329,4,3329,7950,GILDAN,BOX 63 (KW)
2024-01-05,07:52:54,6078,9,6075,7949,GILDAN,BOX 63 (GW)
2024-01-05,08:44:05,3050,5,3050,7948,GILDAN,BOX 62 (KW)
2024-01-05,08:54:53,1028,4,1028,8096,GILDAN,BOX 65 (KW)
2024-01-05,09:37:39,3023,5,3023,8095,GILDAN,BOX 65 (GW)
2024-01-05,10:08:05,1047,5,1000,8131,FRUIT,J7D.20G13
2024-01-05,10:16:20,967,5,967,8114,FRUIT,J7D.20G17
2024-01-05,10:56:46,1040,0,1039,815,FRUIT,J7D.24G13
2024-01-05,12:31:38,5070,9,5069,7981,DELPHI,C0018812
2024-01-08,07:43:28,6133,0,6000,7980,DELPHI,09004200
2024-01-08,08:08:57,2084,8,2084,8092,KYUNGSHIN,RSCO-231411-
2024-01-08,08:46:06,1000,4,1000,8093,KYUNGSHIN,RSCO-231409-
2024-01-08,09:17:35,1131,4,1131,8093,KYUNGSHIN,RSCO-231409-
2024-01-08,09:25:19,219,5,219,8031,EMPIRE,NORPLAS FG
2024-01-08,09:41:33,1021,0,1021,8031,EMPIRE,MANITO PCB
2024-01-08,11:02:02,8958,2,8958,8031,EMPIRE,PETRI
2024-01-08,12:30:04,4072,0,4000,8137,FRUIT,24G13.0.0
2024-01-08,13:07:45,2907,6,2907,7993,ELCATEX,SM 10
2024-01-08,13:48:08,4073,8,4073,7992,ELCATEX,SM 09
2024-01-09,07:19:09,2028,8,2028,8101,GILDAN,BOX 64 (KW)
2024-01-09,07:51:10,3047,3,3047,8100,GILDAN,BOX 64 (GW)
2024-01-09,08:48:55,4093,0,4088,8099,GILDAN,BOX 63 (KW)
2024-01-09,09:20:29,2916,2,2916,8099,GILDAN,BOX 63 (GW)
2024-01-09,09:46:54,2015,1,2015,8097,GILDAN,BOX 62 (KW)
2024-01-09,10:09:39,909,4,909,8170,FRUIT,K13.20C09
2024-01-09,10:34:22,1998,3,1998,8171,FRUIT,K13.20D10
2024-01-09,11:04:55,1984,5,1984,8172,FRUIT,K13.20D13
2024-01-09,12:13:29,2019,7,2000,8173,FRUIT,K13.20G10
2024-01-09,12:48:26,2997,5,2996,8174,FRUIT,K13.24K13
2024-01-09,13:11:34,503,3,503,8175,FRUIT,K13.20G17
2024-01-09,13:30:17,1006,6,1006,8176,FRUIT,K13.24G13
2024-01-09,13:57:32,1013,8,1013,8177,FRUIT,J7D.20G13
2024-01-09,14:20:24,1019,8,1019,8178,FRUIT,J7D.24G13
2024-01-09,15:01:03,839,0,838,8179,FRUIT,LHU.20G13
1/10/2024,7:07:28,1022,6,1000,8148,GILDAN,BOX 7 (KW)
1/10/2024,8:57:59,8023,15,8023,8147,GILDAN,BOX 7 (GW)
1/10/2024,10:19:04,1939,30,1937,8184,GILDAN,BOX D (KW)
1/10/2024,14:31:37,21653,56,21653,8146,GILDAN,BOX 5
1/10/2024,16:08:49,1464,0,1464,8185,GILDAN,BOX D (KW)
1/11/2024,7:14:03,1015,7,1015,8213,FRUIT,J7D.20G13
1/11/2024,7:35:09,1016,3,1015,8214,FRUIT,J7D.24G13
1/11/2024,8:04:10,2041,6,2041,8215,FRUIT,J7D.24G17
1/11/2024,9:26:47,4030,11,1030,8216,FRUIT,LHU.24G13
1/11/2024,11:08:08,3990,32,3990,8102,GILDAN,BOX 72
1/11/2024,13:02:25,3898,4,3897,8103,GILDAN,BOX 79
1/11/2024,13:40:36,3027,5,3027,8233,ELCATEX,SM 10
1/11/2024,14:14:12,3029,1,3029,8227,ELCATEX,SM 04
